# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	41768
#@/user_id	Squirrelx_Macx
dai 	待	c=0 d=0.0242926 t=41768
dai 	戴	c=1 d=1.51355e-23 t=41768
dai biao 	代表	c=2 d=3.45738e-07 t=41768
dai biao de 	代表的	c=1 d=3.47471e-06 t=41768
dai dai 	呆呆	c=1 d=1.91021e-26 t=41768
dai dai wo 	帶帶我	c=2 d=2.38147e-26 t=41768
dai er 	戴爾	c=12 d=0.58605 t=41768
dai fan 	帶飯	c=1 d=0.000127168 t=41768
dai gou 	代購	c=2 d=0.000639387 t=41768
dai hao 	代號	c=1 d=1.93611e-08 t=41768
dai hao 	帶好	c=1 d=1.94581e-08 t=41768
dai hui jia 	帶回家	c=1 d=0.429557 t=41768
dai ji 	待機	c=5 d=0.0043831 t=41768
dai jia 	代價	c=0 d=0.0246597 t=41768
dai ke 	帶殼	c=1 d=0.0216013 t=41768
dai kuan 	帶寬	c=3 d=2.15237e-05 t=41768
dai kuan gou 	帶寬夠	c=1 d=1.91652e-06 t=41768
dai lai 	帶來	c=3 d=0.0550232 t=41768
dai lai dai qu 	帶來帶去	c=1 d=0.08291 t=41768
dai lai de 	帶來的	c=2 d=2.22668e-06 t=41768
dai le 	帶了	c=2 d=0.484325 t=41768
dai le 	待了	c=1 d=0.481909 t=41768
dai li 	代理	c=2 d=0.000124028 t=41768
dai ma 	代碼	c=6 d=0.2861 t=41768
dai ni 	帶你	c=1 d=2.88785e-06 t=41768
dai shang 	帶上	c=2 d=0.261846 t=41768
dai tao 	戴套	c=0 d=7.45039e-10 t=41768
dai ti 	代替	c=1 d=0.000902809 t=41768
dai wo 	帶我	c=1 d=6.13774e-23 t=41768
dai wo 	待我	c=2 d=1.12244e-06 t=41768
dai wo men 	帶我們	c=1 d=6.08411e-08 t=41768
dai yan 	代言	c=6 d=0.733447 t=41768
dai yan jing 	戴眼鏡	c=2 d=5.83343e-13 t=41768
dai yi zhou 	待一週	c=1 d=0.244143 t=41768
dai you 	帶有	c=1 d=2.30599e-06 t=41768
dai zai 	呆在	c=1 d=9.42085e-05 t=41768
dan 	丹	c=0 d=0.0311923 t=41768
dan 	但	c=32 d=1.69659 t=41768
dan 	單	c=2 d=0.7262 t=41768
dan 	蛋	c=1 d=0.00064436 t=41768
dan chun 	單純	c=2 d=0.000234999 t=41768
dan da xin xi 	膽大心細	c=1 d=1.62329e-23 t=41768
dan du 	單獨	c=3 d=0.980199 t=41768
dan fan 	單反	c=1 d=1 t=5158
dan fang mian 	單方面	c=1 d=0.00168667 t=41768
dan ge 	單個	c=2 d=0.99005 t=41768
dan hai shi 	但還是	c=1 d=0.0393602 t=41768
dan he 	單核	c=1 d=4.0783e-08 t=41768
dan lu 	單路	c=1 d=1.60769e-27 t=41768
dan mai 	單買	c=1 d=3.50567e-17 t=41768
dan mai de 	單買的	c=1 d=3.04636e-17 t=41768
dan mu 	彈幕	c=2 d=1.67942e-11 t=41768
dan niang 	丹娘	c=1 d=6.8456e-13 t=41768
dan shen 	單身	c=1 d=2.4834e-25 t=41768
dan shen gong yu 	單身公寓	c=1 d=5.94704e-34 t=41768
dan shen gou 	單身狗	c=1 d=1.34496e-16 t=41768
dan sheng 	誕生	c=1 d=0.00276698 t=41768
dan shi 	但是	c=66 d=0.755598 t=41768
dan shou 	單手	c=2 d=0.0219278 t=41768
dan teng 	淡騰	c=2 d=1.66184e-05 t=41768
dan teng 	蛋疼	c=1 d=0.0212797 t=41768
dan tiao 	單條	c=1 d=0.00109172 t=41768
dan wan lun po 	彈丸論破	c=1 d=1.34427e-10 t=41768
dan wo 	但我	c=2 d=0.172907 t=41768
dan wo jue de 	但我覺得	c=1 d=9.65903e-34 t=41768
dan xin 	擔心	c=1 d=1.23729e-05 t=41768
dan yan pi 	單眼皮	c=1 d=5.6047e-13 t=41768
dan you 	擔憂	c=1 d=0.142987 t=41768
dan yuan 	但願	c=1 d=0.00238156 t=41768
dan yuan ju 	單元劇	c=2 d=1.37158 t=2966
dan zi 	單子	c=1 d=5.01918e-09 t=41768
dang 	檔	c=1 d=1 t=1315
dang 	當	c=18 d=0.522046 t=41768
dang 	黨	c=2 d=0.0118039 t=41768
dang ban 	擋板	c=4 d=2.96002 t=3648
dang bu zhu 	擋不住	c=1 d=4.35442e-14 t=41768
dang chang 	當場	c=1 d=4.57768e-14 t=41768
dang cheng 	當成	c=2 d=0.0285814 t=41768
dang chu 	當初	c=7 d=0.568394 t=41768
dang ge 	當個	c=1 d=1.4795e-20 t=41768
dang jin 	當今	c=2 d=0.000967481 t=41768
dang ni 	當你	c=2 d=1.79365e-32 t=41768
dang nian 	當年	c=3 d=4.1082e-05 t=41768
dang quan zhe 	當權者	c=1 d=4.99143e-32 t=41768
dang ran 	當然	c=24 d=0.618783 t=41768
dang ran bu yi yang 	當然不一樣	c=1 d=1.8202e-17 t=41768
dang ran ke yi 	當然可以	c=1 d=4.9777e-29 t=41768
dang ran neng 	當然能	c=1 d=7.68251e-17 t=41768
dang shang 	當上	c=2 d=1.44488e-32 t=41768
dang shi 	當時	c=14 d=0.0308074 t=41768
dang shou ban 	當手辦	c=1 d=4.15207e-13 t=41768
dang tian 	當天	c=1 d=0.0106202 t=41768
dang wo 	當我	c=2 d=5.93692e-14 t=41768
dang zhe 	擋着	c=1 d=2.38813e-06 t=41768
dang zhong 	當中	c=5 d=0.647265 t=41768
dang zuo 	當作	c=4 d=0.355837 t=41768
dao 	倒	c=6 d=0.190139 t=41768
dao 	刀	c=2 d=0.0776109 t=41768
dao 	到	c=60 d=0.637628 t=41768
dao 	島	c=0 d=1.85375e-27 t=41768
dao 	道	c=1 d=0.00532682 t=41768
dao ban 	盜版	c=6 d=0.0166557 t=41768
dao bi le 	倒閉了	c=1 d=6.36632e-12 t=41768
dao chu 	到處	c=1 d=0.0374406 t=41768
dao chu 	導出	c=6 d=0.0720799 t=41768
dao chu pao 	到處跑	c=1 d=9.70084e-26 t=41768
dao chu xia zai 	導出下載	c=1 d=1 t=739
dao de 	道德	c=1 d=1.98405e-31 t=41768
dao di 	到底	c=3 d=3.79212e-05 t=41768
dao di shi 	到底是	c=2 d=2.97731e-12 t=41768
dao ge 	道格	c=1 d=1.57639e-31 t=41768
dao guan 	道觀	c=4 d=0.00236305 t=41768
dao guan 	道館	c=2 d=0.00511796 t=41768
dao guan zhu 	道館主	c=1 d=1.89255e-05 t=41768
dao jia 	到家	c=2 d=1.32701e-06 t=41768
dao jia le 	到家了	c=1 d=0.847894 t=41768
dao jia mei 	到家沒	c=1 d=1 t=3164
dao jian shen yu 	刀劍神域	c=1 d=0.000169951 t=41768
dao ju 	道具	c=3 d=0.0116512 t=41768
dao kou 	刀口	c=1 d=3.88812e-05 t=41768
dao le 	倒了	c=1 d=4.24546e-10 t=41768
dao le 	到了	c=17 d=0.690734 t=41768
dao li 	道理	c=7 d=0.0195886 t=41768
dao lun 	導論	c=0 d=0.0412714 t=41768
dao ru 	導入	c=4 d=1.41843e-06 t=41768
dao ru dao 	導入到	c=1 d=4.255e-07 t=41768
dao ru le 	導入了	c=1 d=0.0224829 t=41768
dao shang 	島上	c=1 d=0.0417941 t=41768
dao shi 	倒是	c=1 d=1.48156e-07 t=41768
dao shi hou 	到時候	c=7 d=0.475277 t=41768
dao tian 	岛田	c=2 d=3.34095e-07 t=41768
dao tou lai 	到頭來	c=1 d=5.99232e-35 t=41768
dao tu 	導圖	c=2 d=1.88792e-18 t=41768
dao xian zai 	到現在	c=2 d=8.48472e-09 t=41768
dao xue xiao 	到學校	c=1 d=3.4753e-08 t=41768
dao yan 	導演	c=2 d=0.199888 t=41768
dao ye 	倒也	c=1 d=0.00305798 t=41768
dao ying 	倒影	c=1 d=1 t=3741
dao zhi 	導致	c=2 d=1.06495e-05 t=41768
dao zi 	刀子	c=1 d=1.95996e-05 t=41768
de 	地	c=1 d=3.20364e-21 t=41768
de 	的	c=2044 d=21.4918 t=41768
de ba 	得把	c=2 d=5.41119e-05 t=41768
de dao 	得到	c=6 d=0.273898 t=41768
de de 	得得	c=1 d=2.54367e-13 t=41768
de fa da sha 	德發大廈	c=0 d=6.7007e-27 t=41768
de fa shen fo 	的法身佛	c=1 d=1.88863e-10 t=41768
de guo 	得過	c=1 d=1.91157e-06 t=41768
de guo 	德國	c=1 d=9.62394e-14 t=41768
de guo gu ke 	德國骨科	c=2 d=1.76309e-13 t=41768
de hua 	的話	c=6 d=0.755413 t=41768
de ke shi 	德克士	c=1 d=0.0468877 t=41768
de le 	得了	c=4 d=0.00653881 t=41768
de li 	得力	c=1 d=0.0405589 t=41768
de lu yi 	德魯伊	c=5 d=0.904012 t=41768
de ming 	得名	c=1 d=0.000140543 t=41768
de qi zi 	的妻子	c=0 d=0.0282239 t=41768
de ren 	的人	c=1 d=0.0227638 t=41768
de shan 	德善	c=2 d=0.00291351 t=41768
de shang 	德商	c=0 d=0.00466538 t=41768
de shi 	的事	c=2 d=0.0364219 t=41768
de shi hou 	的時候	c=2 d=2.35258e-06 t=41768
de shu 	的書	c=1 d=1.02919e-15 t=41768
de ti 	的題	c=1 d=0.000116806 t=41768
de tu 	地土	c=0 d=1.07083e-12 t=41768
de tu hao men 	地土豪門	c=1 d=1.0762e-11 t=41768
de yang zi 	的樣子	c=1 d=2.43422e-25 t=41768
de yi wang xing 	得意忘形	c=1 d=0.00882647 t=41768
de yi yu 	得益於	c=1 d=3.00151e-19 t=41768
de zhi 	得知	c=1 d=1.0128e-32 t=41768
dei 	得	c=14 d=0.0587244 t=41768
dei kan 	得看	c=1 d=2.52927e-15 t=41768
deng 	燈	c=7 d=1.60434 t=41768
deng 	等	c=30 d=1.11036 t=41768
deng ba 	鄧巴	c=1 d=9.51523e-34 t=41768
deng bu shang 	登不上	c=1 d=1 t=526
deng bu shang qu 	登不上去	c=1 d=2.05157e-13 t=41768
deng chu 	登出	c=1 d=1.99026e-09 t=41768
deng chuan 	等船	c=1 d=1 t=3064
deng dai 	等待	c=0 d=2.33086e-07 t=41768
deng dai shi 	等待時	c=1 d=1.18591e-06 t=41768
deng dai yi hui 	等待一會	c=1 d=1.15663e-06 t=41768
deng dao 	等到	c=1 d=0.000460782 t=41768
deng deng 	等等	c=13 d=0.0665501 t=41768
deng guang 	燈光	c=3 d=0.00850291 t=41768
deng ji 	等級	c=5 d=1.38116e-05 t=41768
deng ji tian 	等幾天	c=1 d=0.250324 t=41768
deng le 	等了	c=1 d=6.61127e-15 t=41768
deng lu 	登錄	c=11 d=0.0365709 t=41768
deng lu ge sha 	登錄個啥	c=1 d=1 t=3557
deng lu zhang hu 	登錄帳戶	c=1 d=0.127454 t=41768
deng ni 	等你	c=1 d=0.0911727 t=41768
deng ni men 	等你們	c=1 d=5.85869e-05 t=41768
deng shen 	等身	c=1 d=2.22509e-27 t=41768
deng wo 	等我	c=3 d=4.82073e-05 t=41768
deng xia 	燈下	c=2 d=8.35555e-05 t=41768
deng xia 	等下	c=3 d=0.000320701 t=41768
deng yi xia 	等一下	c=1 d=0.00481991 t=41768
deng yu 	等於	c=2 d=0.247833 t=41768
deng zhe 	等着	c=9 d=0.565891 t=41768
deng zi 	凳子	c=2 d=0.000184688 t=41768
deng zi qi 	鄧紫棋	c=2 d=0.0271874 t=41768
di 	低	c=6 d=0.0254765 t=41768
di 	地	c=2 d=0.00390694 t=41768
di 	帝	c=1 d=3.58919e-05 t=41768
di 	滴	c=2 d=0.0833278 t=41768
di 	第	c=6 d=8.68067e-05 t=41768
di an men 	地安門	c=0 d=0.1 t=2524
di bu shang 	抵不上	c=1 d=1 t=3712
di ceng 	底層	c=2 d=1.625e-06 t=41768
di di 	滴滴	c=1 d=7.35846e-10 t=41768
di duan 	低端	c=4 d=0.00115923 t=41768
di er bi 	第二筆	c=0 d=0.00471227 t=41768
di er bi a 	第二筆啊	c=1 d=0.0473589 t=41768
di er bu 	第二部	c=2 d=0.105928 t=41768
di er ci 	第二次	c=5 d=0.0177743 t=41768
di er ge 	第二個	c=1 d=3.52722e-06 t=41768
di er ji 	第二季	c=1 d=0.000655574 t=41768
di er tian 	第二天	c=1 d=0.0366992 t=41768
di er wei 	第二位	c=1 d=3.55347e-05 t=41768
di er zhou 	第二週	c=1 d=1 t=4122
di fang 	地方	c=15 d=0.492382 t=41768
di fei 	低費	c=1 d=3.0558e-24 t=41768
di guo 	帝國	c=0 d=0.0637628 t=41768
di ji 	低級	c=1 d=1.67449e-06 t=41768
di ji qu wei 	低級趣味	c=1 d=2.70004e-09 t=41768
di jia 	迪加	c=3 d=1.37079 t=41768
di kang 	抵抗	c=2 d=0.0578443 t=41768
di lan 	底欄	c=3 d=0.314979 t=41768
di le 	低了	c=1 d=1 t=5091
di liu ji 	第六集	c=1 d=0.0125881 t=41768
di pei 	低配	c=3 d=0.0692522 t=41768
di qiu 	地球	c=1 d=1 t=4754
di qu 	地區	c=1 d=1 t=3133
di que 	的確	c=20 d=0.402524 t=41768
di ren 	敵人	c=3 d=0.053397 t=41768
di san ci 	第三次	c=1 d=0.287941 t=41768
di san fang 	第三方	c=5 d=1.45739 t=41768
di san hang 	第三行	c=1 d=1.27827e-06 t=41768
di san ji 	第三集	c=3 d=0.00379148 t=41768
di san xian 	地三鮮	c=1 d=1.94681e-14 t=41768
di shang 	地上	c=1 d=0.000255424 t=41768
di shang de 	地上的	c=1 d=0.00256704 t=41768
di si 	第四	c=0 d=3.51812e-06 t=41768
di si ci yuan 	第四次元	c=1 d=3.53575e-05 t=41768
di si ji 	第四季	c=2 d=0.00460782 t=41768
di si juan 	第四卷	c=1 d=2.70611e-06 t=41768
di si wei 	第四位	c=0 d=0.00257325 t=41768
di si wei du 	第四位度	c=1 d=0.0258615 t=41768
di tie 	地鐵	c=2 d=2.6725e-07 t=41768
di tou 	低頭	c=3 d=0.000399619 t=41768
di tu 	地圖	c=1 d=0.12938 t=41768
di wei 	地位	c=4 d=0.00104651 t=41768
di wo 	敵我	c=1 d=9.36559e-24 t=41768
di wu ji 	第五級	c=1 d=0.00472447 t=41768
di xin yin li 	地心引力	c=1 d=0.467666 t=41768
di ya 	低壓	c=9 d=0.0235177 t=41768
di ya 	抵押	c=1 d=1 t=4348
di yi 	第一	c=7 d=0.782705 t=41768
di yi bu 	第一步	c=1 d=1 t=167
di yi bu fen 	第一部分	c=1 d=2.98299e-05 t=41768
di yi ci 	第一次	c=10 d=0.267135 t=41768
di yi dai 	第一代	c=1 d=0.000925663 t=41768
di yi dun 	第一頓	c=1 d=1 t=2298
di yi ge 	第一個	c=3 d=0.0315873 t=41768
di yi hui 	第一回	c=1 d=1.01108e-12 t=41768
di yi ji 	第一季	c=3 d=1.94548e-06 t=41768
di yi ji 	第一集	c=1 d=1 t=2921
di yi jie ke 	第一節課	c=1 d=0.865022 t=41768
di yi ren cheng 	第一人稱	c=2 d=0.69292 t=41768
di yi shi jian 	第一時間	c=2 d=1.51881e-05 t=41768
di yi tai 	第一臺	c=2 d=0.00734278 t=41768
di yi tian 	第一天	c=2 d=1.57752e-10 t=41768
di yi wei 	第一位	c=1 d=0.00900478 t=41768
di yi zhang 	第一張	c=1 d=1.02476e-23 t=41768
di yi zhi 	第一隻	c=1 d=0.00307331 t=41768
di yin 	低音	c=1 d=3.13646e-07 t=41768
di zeng 	遞增	c=1 d=0.0337087 t=41768
di zhi 	地址	c=1 d=3.39769e-07 t=41768
dian 	墊	c=1 d=1 t=5311
dian 	店	c=9 d=0.0125254 t=41768
dian 	電	c=4 d=9.73464e-08 t=41768
dian 	點	c=41 d=1.38975 t=41768
dian ban 	點半	c=1 d=1.66671e-10 t=41768
dian chi 	電池	c=4 d=1.01099e-10 t=41768
dian da 	電大	c=1 d=0.000193545 t=41768
dian de 	點的	c=1 d=8.96292e-07 t=41768
dian di 	墊底	c=2 d=2.58194e-34 t=41768
dian di la mei 	墊底辣妹	c=3 d=1.14627e-34 t=41768
dian dian 	垫垫	c=1 d=6.47926e-13 t=41768
dian dui dian 	點對點	c=1 d=0.225373 t=41768
dian duo 	掂掇	c=0 d=9.02962e-07 t=41768
dian duo shi guang 	掂掇時光	c=1 d=9.07488e-06 t=41768
dian fan guo 	電飯鍋	c=1 d=1 t=1487
dian gao 	墊高	c=1 d=1 t=2132
dian ge zan 	點個贊	c=1 d=0.193013 t=41768
dian hua 	電話	c=4 d=6.55685e-06 t=41768
dian ji 	點擊	c=2 d=4.94326e-05 t=41768
dian ji ta 	電吉他	c=1 d=0.00481991 t=41768
dian jing 	電競	c=1 d=1 t=1589
dian kai 	點開	c=0 d=0.1 t=4294
dian kai kan 	點開看	c=1 d=1 t=4295
dian li 	店裏	c=1 d=0.0214936 t=41768
dian liang 	電量	c=4 d=7.01883e-05 t=41768
dian liang 	點亮	c=1 d=0.00494193 t=41768
dian liang le 	點亮了	c=1 d=7.06873e-08 t=41768
dian ming 	店名	c=1 d=4.39519e-06 t=41768
dian na 	電納	c=1 d=0.000413853 t=41768
dian nao 	電腦	c=64 d=1.7534 t=41768
dian nao cha 	電腦差	c=1 d=7.71314e-05 t=41768
dian nao cha 	電腦茶	c=1 d=2.76077e-06 t=41768
dian nao duan 	电脑端	c=1 d=8.38003e-10 t=41768
dian nao hua 	電腦化	c=1 d=0.0295994 t=41768
dian nao le 	電腦了	c=4 d=0.588605 t=41768
dian nao shang 	電腦上	c=6 d=0.0214809 t=41768
dian nao shang 	電腦商	c=1 d=0.045275 t=41768
dian nao xi tong 	電腦系統	c=1 d=0.0322254 t=41768
dian ping 	電平	c=1 d=3.78285e-35 t=41768
dian po 	點破	c=1 d=8.82797e-05 t=41768
dian rong 	電容	c=1 d=1.73025e-09 t=41768
dian shang 	電商	c=3 d=2.80927e-05 t=41768
dian shi 	電視	c=1 d=2.55112e-18 t=41768
dian shi ju 	電視劇	c=6 d=0.543351 t=41768
dian shi li 	電視裏	c=2 d=0.00421123 t=41768
dian tai 	電臺	c=3 d=1.86481 t=41768
dian wang 	電王	c=1 d=0.451581 t=41768
dian wen pai 	電蚊拍	c=1 d=4.38683e-13 t=41768
dian xian 	點弦	c=1 d=5.68554e-05 t=41768
dian xian gan 	電線杆	c=1 d=5.87066e-29 t=41768
dian xin 	電信	c=7 d=8.37716e-06 t=41768
dian xin de 	電信的	c=1 d=4.84489e-05 t=41768
dian xin ka 	電信卡	c=1 d=1 t=3360
dian yi xia 	點一下	c=3 d=1.96236 t=3738
dian yin 	電音	c=1 d=1.87857e-06 t=41768
dian ying 	電影	c=25 d=0.548812 t=41768
dian yuan 	電源	c=4 d=0.472367 t=41768
dian yuan ne 	電源呢	c=1 d=0.0167392 t=41768
dian yun dou 	電熨斗	c=1 d=3.69849e-05 t=41768
dian zan 	點贊	c=4 d=0.0934807 t=41768
dian zhong 	點鐘	c=1 d=0.351692 t=41768
dian zi jing ji 	電子競技	c=6 d=2.55468e-05 t=41768
dian zi shu 	電子書	c=2 d=0.223281 t=41768
diao 	叼	c=1 d=0.00670434 t=41768
diao 	吊	c=3 d=7.30659e-15 t=41768
diao 	掉	c=7 d=0.0239728 t=41768
diao da 	吊打	c=1 d=1.37783e-06 t=41768
diao dao 	調到	c=1 d=1.76947e-08 t=41768
diao jia 	掉價	c=1 d=5.18366e-06 t=41768
diao le 	掉了	c=2 d=1.03347e-05 t=41768
diao si 	吊死	c=1 d=9.09683e-05 t=41768
diao su 	雕塑	c=1 d=1.34519e-18 t=41768
diao tou 	掉頭	c=1 d=1.01057e-06 t=41768
diao xian 	掉線	c=0 d=6.09882e-08 t=41768
diao xian cheng 	掉線城	c=1 d=6.12939e-07 t=41768
diao xue 	掉血	c=1 d=9.04346e-24 t=41768
diao xue 	調血	c=1 d=8.99836e-24 t=41768
diao yan 	調研	c=3 d=0.00119234 t=41768
diao yi qing xin 	掉以輕心	c=1 d=2.25212e-22 t=41768
diao yu 	釣魚	c=2 d=0.690734 t=41768
diao zha le 	屌炸了	c=1 d=4.03004e-15 t=41768
die dang qi fu 	跌宕起伏	c=1 d=7.17289e-33 t=41768
die jia 	疊加	c=2 d=0.0340475 t=41768
die jia 	跌價	c=1 d=2.61347e-08 t=41768
ding 	丁	c=1 d=1 t=1645
ding 	定	c=3 d=0.202909 t=41768
ding 	頂	c=2 d=0.00641143 t=41768
ding dan 	訂單	c=1 d=0.196912 t=41768
ding ding 	叮叮	c=2 d=0.000556198 t=41768
ding ding ding ding 	頂頂頂頂	c=1 d=1 t=5282
ding ding ding ding ding ding ding ding 	頂頂頂頂頂頂頂頂	c=1 d=1 t=3111
ding dong 	叮咚	c=1 d=1.625e-06 t=41768
ding feng 	頂峯	c=1 d=4.17999e-33 t=41768
ding gou 	訂購	c=0 d=6.30941e-25 t=41768
ding hao 	訂好	c=1 d=4.31036e-12 t=41768
ding hun 	訂婚	c=1 d=3.15863e-31 t=41768
ding ji 	頂級	c=1 d=1.55805e-11 t=41768
ding jia 	定價	c=1 d=3.98655e-05 t=41768
ding jian 	頂尖	c=1 d=1.78999e-26 t=41768
ding lan 	顶栏	c=2 d=8.29257e-07 t=41768
ding li 	定理	c=1 d=5.17115e-07 t=41768
ding tian 	頂天	c=1 d=1 t=194
ding wei 	定位	c=4 d=3.66514e-06 t=41768
ding wo 	頂我	c=1 d=1.89287e-07 t=41768
ding yi 	定義	c=3 d=0.67032 t=41768
ding yue 	訂閱	c=2 d=0.0390628 t=41768
ding yue hao 	訂閱號	c=1 d=0.392586 t=41768
ding zhe 	盯着	c=2 d=7.56426e-11 t=41768
ding zhi 	定製	c=1 d=1.27693e-23 t=41768
ding zhu 	盯住	c=1 d=2.52659e-22 t=41768
diu 	丟	c=1 d=5.46446e-09 t=41768
diu le 	丟了	c=2 d=0.00740944 t=41768
dong 	動	c=2 d=6.77403e-07 t=41768
dong 	懂	c=3 d=0.2334 t=41768
dong 	棟	c=1 d=1.77804e-06 t=41768
dong 	洞	c=1 d=5.19619e-05 t=41768
dong cha 	洞察	c=1 d=1.21131e-20 t=41768
dong de le 	懂得了	c=1 d=1.23856e-17 t=41768
dong fang sa 	東方薩	c=0 d=0.1 t=1149
dong fang sa di fang 	東方薩地方	c=1 d=1 t=1150
dong hai 	東海	c=1 d=3.31324e-05 t=41768
dong hua 	動畫	c=13 d=0.225373 t=41768
dong ji 	動機	c=4 d=0.473306 t=41768
dong jie 	凍結	c=8 d=0.184114 t=41768
dong jie 	棟傑	c=0 d=0.00285814 t=41768
dong jing 	東京	c=2 d=0.00317456 t=41768
dong jing shi shi gui 	東京食屍鬼	c=5 d=1.29622 t=3977
dong jing wan ju xiang 	東京玩具箱	c=1 d=0.0319048 t=41768
dong le 	懂了	c=5 d=0.138635 t=41768
dong man 	動漫	c=2 d=0.0260278 t=41768
dong man feng che 	動漫風車	c=1 d=1 t=2103
dong pin xi cou 	東拼西湊	c=1 d=1.01543e-33 t=41768
dong shou 	動手	c=1 d=0.00862936 t=41768
dong shou neng li 	動手能力	c=1 d=6.34664e-05 t=41768
dong shou qu zuo 	動手去做	c=1 d=0.0867261 t=41768
dong tai 	動態	c=2 d=2.85221e-07 t=41768
dong tu 	动图	c=1 d=3.5725e-09 t=41768
dong wu 	動物	c=1 d=8.67381e-33 t=41768
dong wu bao hu 	動物保護	c=1 d=0.000102055 t=41768
dong wu cheng 	動物城	c=0 d=6.11565e-11 t=41768
dong wu yuan 	動物園	c=1 d=2.56521e-24 t=41768
dong xi 	東西	c=49 d=0.704688 t=41768
dong xi de 	東西德	c=1 d=1 t=4317
dong xi dou mei le 	東西都沒了	c=1 d=1 t=3556
dong xiang 	動向	c=1 d=1.22962e-20 t=41768
dong xiao 	動效	c=1 d=5.63088e-09 t=41768
dong ye gui wu 	東野圭吾	c=1 d=0.000171659 t=41768
dong zhe 	動輒	c=1 d=6.98865e-21 t=41768
dong zhi 	東芝	c=4 d=2.08832e-16 t=41768
dong zuo 	動作	c=1 d=1.00796e-05 t=41768
dong zuo pian 	動作片	c=1 d=3.51812e-05 t=41768
dou 	都	c=249 d=4.16872 t=41768
dou ban 	豆瓣	c=4 d=1.85551 t=41768
dou bi 	逗B	c=0 d=0.000276698 t=41768
dou bi 	逗逼	c=3 d=1.1108e-11 t=41768
dou bi cheng 	逗B橙	c=1 d=0.00278085 t=41768
dou bu 	都不	c=1 d=2.88235e-13 t=41768
dou bu shi 	都不是	c=1 d=1.7655e-11 t=41768
dou bu xing 	都不行	c=2 d=1.99005 t=124
dou cheng 	都成	c=1 d=0.00111936 t=41768
dou de 	都得	c=0 d=0.000228818 t=41768
dou dong 	抖動	c=2 d=4.83288e-19 t=41768
dou dui 	都對	c=2 d=0.000262568 t=41768
dou fu nao 	豆腐腦	c=1 d=2.06579e-06 t=41768
dou guai wo 	都怪我	c=1 d=0.000411789 t=41768
dou hai 	都還	c=0 d=2.54237e-08 t=41768
dou hao 	都好	c=0 d=0.00214936 t=41768
dou hao de 	都好的	c=2 d=0.0433109 t=41768
dou hao kan 	都好看	c=1 d=2.72013e-08 t=41768
dou he guo le 	都喝過了	c=1 d=0.0146986 t=41768
dou hen 	都很	c=0 d=4.13066e-12 t=41768
dou hen jing liang 	都很精良	c=1 d=4.15136e-11 t=41768
dou huan 	都換	c=1 d=4.89359e-05 t=41768
dou hui 	都會	c=8 d=0.228779 t=41768
dou kan guo 	都看過	c=1 d=4.87332e-15 t=41768
dou ke neng 	都可能	c=1 d=2.07149e-09 t=41768
dou ke yi 	都可以	c=5 d=0.00192083 t=41768
dou ke yi de 	都可以的	c=1 d=1 t=4236
dou kuai 	都快	c=1 d=0.0214936 t=41768
dou lai 	都來	c=1 d=1.18878e-05 t=41768
dou mei 	都沒	c=3 d=0.100761 t=41768
dou mei jian guo 	都沒見過	c=0 d=1.86305e-27 t=41768
dou mei kan 	都沒看	c=1 d=1.82746e-05 t=41768
dou mei le 	都沒了	c=1 d=9.42085e-06 t=41768
dou mei sha 	都沒啥	c=1 d=0.000584356 t=41768
dou mei yong 	都沒用	c=1 d=0.0443785 t=41768
dou mei you 	都沒有	c=3 d=5.7864e-06 t=41768
dou neng 	都能	c=10 d=0.582748 t=41768
dou ni wan 	逗你玩	c=1 d=0.000500451 t=41768
dou que 	都缺	c=1 d=2.54367e-13 t=41768
dou shi 	都是	c=94 d=1.25742 t=41768
dou shi shi 	都是是	c=1 d=6.22097e-05 t=41768
dou shuo 	都說	c=2 d=0.00289433 t=41768
dou si le 	都死了	c=1 d=0.140156 t=41768
dou wang 	都往	c=1 d=1 t=5184
dou xiang yao 	都想要	c=1 d=0.00145173 t=41768
dou xing 	都行	c=8 d=0.150274 t=41768
dou yao 	都要	c=8 d=0.000383689 t=41768
dou yao de 	都要的	c=1 d=1.70948e-14 t=41768
dou yao mai 	都要買	c=1 d=1.88311e-05 t=41768
dou yi wei 	都以爲	c=1 d=1.39865e-06 t=41768
dou yi yang 	都一樣	c=2 d=0.00168667 t=41768
dou yong 	都用	c=3 d=0.00440507 t=41768
dou you 	都有	c=9 d=0.302704 t=41768
dou you de 	都有的	c=1 d=8.07091e-09 t=41768
dou you le 	都有了	c=1 d=0.000418012 t=41768
dou you ren 	都有人	c=1 d=4.60939e-07 t=41768
dou you shei 	都有誰	c=1 d=0.000858778 t=41768
dou yu 	鬥魚	c=2 d=3.28139e-09 t=41768
dou zai 	都在	c=1 d=2.07826e-18 t=41768
dou zhang 	都長	c=1 d=1.59283e-06 t=41768
dou zhe yang 	都這樣	c=1 d=3.43944e-33 t=41768
dou zheng 	鬥爭	c=1 d=0.0658748 t=41768
dou zhi dao 	都知道	c=1 d=1.12031e-13 t=41768
dou zhi you 	都只有	c=1 d=1.52642e-05 t=41768
du 	度	c=5 d=0.281724 t=41768
du 	毒	c=3 d=0.0172923 t=41768
du 	讀	c=10 d=0.811902 t=41768
